Pi,B0,B1,chi_q,R_g,case
1.1607754154953907,0.1,0.1,0.5,0.8939990273968891,symmetric Robin uniform source
1.2610125953782378,0.1,0.1,0.5,0.8855746268000249,symmetric Robin uniform source
1.3699056203942124,0.1,0.1,0.5,0.8765447863201152,symmetric Robin uniform source
1.488201954259429,0.1,0.1,0.5,0.8668769375594663,symmetric Robin uniform source
1.616713606901076,0.1,0.1,0.5,0.8565386627540701,symmetric Robin uniform source
1.7563227082575454,0.1,0.1,0.5,0.8454980942189839,symmetric Robin uniform source
1.9079875633964765,0.1,0.1,0.5,0.833724383048391,symmetric Robin uniform source
2.0727492305143027,0.1,0.1,0.5,0.8211882418010609,symmetric Robin uniform source
2.251738666969955,0.1,0.1,0.5,0.8078625647334727,symmetric Robin uniform source
2.4461844924045875,0.1,0.1,0.5,0.7937231274442924,symmetric Robin uniform source
2.6574214222349384,0.1,0.1,0.5,0.7787493654658877,symmetric Robin uniform source
2.8868994294094907,0.1,0.1,0.5,0.7629252282841834,symmetric Robin uniform source
3.1361936973156643,0.1,0.1,0.5,0.7462401014021472,symmetric Robin uniform source
3.4070154321567037,0.1,0.1,0.5,0.7286897843237057,symmetric Robin uniform source
3.701223609016635,0.1,0.1,0.5,0.710277506704149,symmetric Robin uniform source
4.020837732240728,0.1,0.1,0.5,0.6910149584323059,symmetric Robin uniform source
4.368051697721162,0.1,0.1,0.5,0.6709233022077099,symmetric Robin uniform source
4.745248852241524,0.1,0.1,0.5,0.6500341294952533,symmetric Robin uniform source
5.155018353250489,0.1,0.1,0.5,0.6283903129647126,symmetric Robin uniform source
5.600172941361422,0.1,0.1,0.5,0.6060467012035868,symmetric Robin uniform source
6.083768247572081,0.1,0.1,0.5,0.5830705953616981,symmetric Robin uniform source
6.609123767732884,0.1,0.1,0.5,0.5595419433604492,symmetric Robin uniform source
7.179845648236798,0.1,0.1,0.5,0.5355531864518055,symmetric Robin uniform source
7.799851439336574,0.1,0.1,0.5,0.5112086964142211,symmetric Robin uniform source
8.473396986000823,0.1,0.1,0.5,0.4866237506923041,symmetric Robin uniform source
9.20510564089343,0.1,0.1,0.5,0.46192300833242705,symmetric Robin uniform source
10.0,0.1,0.1,0.5,0.4372384722816403,symmetric Robin uniform source
0.0001,0.3,0.3,0.5,0.9999700302899689,symmetric Robin uniform source
0.00010863536378741002,0.3,0.3,0.5,0.9999674447155957,symmetric Robin uniform source
0.0001180164226522293,0.3,0.3,0.5,0.9999646362374828,symmetric Robin uniform source
0.00012820757007713678,0.3,0.3,0.5,0.9999615856592475,symmetric Robin uniform source
0.0001392787601562962,0.3,0.3,0.5,0.9999582721333704,symmetric Robin uniform source
0.00015130598777438666,0.3,0.3,0.5,0.9999546730193227,symmetric Robin uniform source
0.00016437181025083926,0.3,0.3,0.5,0.9999507637295205,symmetric Robin uniform source
0.00017856591402995074,0.3,0.3,0.5,0.9999465175620634,symmetric Robin uniform source
0.00019398573030675082,0.3,0.3,0.5,0.9999419055191368,symmetric Robin uniform source
0.00021073710381440283,0.3,0.3,0.5,0.9999368961098547,symmetric Robin uniform source
0.00022893501936382867,0.3,0.3,0.5,0.9999314551362286,symmetric Robin uniform source
0.00024870439112267313,0.3,0.3,0.5,0.9999255454608308,symmetric Robin uniform source
0.000270180920051379,0.3,0.3,0.5,0.9999191267546014,symmetric Robin uniform source
0.00029351202538198704,0.3,0.3,0.5,0.9999121552231225,symmetric Robin uniform source
0.0003188578565335172,0.3,0.3,0.5,0.9999045833095422,symmetric Robin uniform source
0.0003463923924099247,0.3,0.3,0.5,0.9998963593721673,symmetric Robin uniform source
0.00037630463562643456,0.3,0.3,0.5,0.9998874273345881,symmetric Robin uniform source
0.00040879990986166496,0.3,0.3,0.5,0.9998777263060123,symmetric Robin uniform source
0.00044410126924082443,0.3,0.3,0.5,0.999867190169283,symmetric Robin uniform source
0.00048245102942427536,0.3,0.3,0.5,0.9998557471338446,symmetric Robin uniform source
0.0005241124309111661,0.3,0.3,0.5,0.9998433192506949,symmetric Robin uniform source
0.0005693714459753834,0.3,0.3,0.5,0.9998298218861015,symmetric Robin uniform source
0.0006185387416369951,0.3,0.3,0.5,0.9998151631505963,symmetric Robin uniform source
0.0006719518121434184,0.3,0.3,0.5,0.9997992432794764,symmetric Robin uniform source
0.0007299772955980967,0.3,0.3,0.5,0.9997819539607213,symmetric Robin uniform source
0.0007930134906384898,0.3,0.3,0.5,0.9997631776058935,symmetric Robin uniform source
0.0008614930904383629,0.3,0.3,0.5,0.9997427865592404,symmetric Robin uniform source
0.0009358861528011178,0.3,0.3,0.5,0.9997206422398082,symmetric Robin uniform source
0.0010167033267314903,0.3,0.3,0.5,0.999696594210951,symmetric Robin uniform source
0.0011044993576334544,0.3,0.3,0.5,0.9996704791711699,symmetric Robin uniform source
0.0011998768951947114,0.3,0.3,0.5,0.9996421198596992,symmetric Robin uniform source
0.0013034906300958566,0.3,0.3,0.5,0.9996113238697377,symmetric Robin uniform source
0.001416051787939437,0.3,0.3,0.5,0.9995778823616233,symmetric Robin uniform source
0.0015383330112461312,0.3,0.3,0.5,0.999541568667633,symmetric Robin uniform source
0.0016711736630290555,0.3,0.3,0.5,0.9995021367794062,symmetric Robin uniform source
0.0018154855883510022,0.3,0.3,0.5,0.9994593197082582,symmetric Robin uniform source
0.0019722593734131126,0.3,0.3,0.5,0.9994128277078658,symmetric Robin uniform source
0.002142571145138628,0.3,0.3,0.5,0.9993623463479526,symmetric Robin uniform source
0.002327589957925428,0.3,0.3,0.5,0.9993075344266924,symmetric Robin uniform source
0.002528585818271515,0.3,0.3,0.5,0.9992480217085482,symmetric Robin uniform source
0.002746938402356119,0.3,0.3,0.5,0.9991834064732249,symmetric Robin uniform source
0.0029841465264156385,0.3,0.3,0.5,0.9991132528602487,symmetric Robin uniform source
0.0032418384349209924,0.3,0.3,0.5,0.999037087992469,symmetric Robin uniform source
0.003521782977176503,0.3,0.3,0.5,0.9989543988604529,symmetric Robin uniform source
0.0038259017490587734,0.3,0.3,0.5,0.9988646289483181,symmetric Robin uniform source
0.004156282283238882,0.3,0.3,0.5,0.9987671745800306,symmetric Robin uniform source
0.004515192378428235,0.3,0.3,0.5,0.9986613809635382,symmetric Robin uniform source
0.004905095666006929,0.3,0.3,0.5,0.9985465379083741,symmetric Robin uniform source
0.00532866852088711,0.3,0.3,0.5,0.998421875190449,symmetric Robin uniform source
0.005788818432690913,0.3,0.3,0.5,0.9982865575357542,symmetric Robin uniform source
0.0062887039633464275,0.3,0.3,0.5,0.9981396791925045,symmetric Robin uniform source
0.00683175642809467,0.3,0.3,0.5,0.9979802580589495,symmetric Robin uniform source
0.007421703448730414,0.3,0.3,0.5,0.9978072293315833,symmetric Robin uniform source
0.00806259454075104,0.3,0.3,0.5,0.9976194386358355,symmetric Robin uniform source
0.008758828910048764,0.3,0.3,0.5,0.9974156345984889,symmetric Robin uniform source
0.009515185649948323,0.3,0.3,0.5,0.9971944608180356,symmetric Robin uniform source
0.010336856545868797,0.3,0.3,0.5,0.9969544471859655,symmetric Robin uniform source
0.011229481712787273,0.3,0.3,0.5,0.9966940005085256,symmetric Robin uniform source
0.01219918831012715,0.3,0.3,0.5,0.9964113943748407,symmetric Robin uniform source
0.01325263259981784,0.3,0.3,0.5,0.9961047582133808,symmetric Robin uniform source
0.014397045636221005,0.3,0.3,0.5,0.9957720654746245,symmetric Robin uniform source
0.01564028290154813,0.3,0.3,0.5,0.9954111208733818,symmetric Robin uniform source
0.016990878227476913,0.3,0.3,0.5,0.9950195466195875,symmetric Robin uniform source
0.01845810237309541,0.3,0.3,0.5,0.9945947675614673,symmetric Robin uniform source
0.02005202666126476,0.3,0.3,0.5,0.9941339951598196,symmetric Robin uniform source
0.021783592110213423,0.3,0.3,0.5,0.9936342102067803,symmetric Robin uniform source
0.02366468453489592,0.3,0.3,0.5,0.9930921441969488,symmetric Robin uniform source
0.02570821613362717,0.3,0.3,0.5,0.9925042592533245,symmetric Robin uniform source
0.027928214120019515,0.3,0.3,0.5,0.9918667265054626,symmetric Robin uniform source
0.030339917008610013,0.3,0.3,0.5,0.9911754028131479,symmetric Robin uniform source
0.03295987921510181,0.3,0.3,0.5,0.9904258057264472,symmetric Robin uniform source
0.03580608468921683,0.3,0.3,0.5,0.9896130865732651,symmetric Robin uniform source
0.038898070360158826,0.3,0.3,0.5,0.9887320015696686,symmetric Robin uniform source
0.042257060242041254,0.3,0.3,0.5,0.987776880857592,symmetric Robin uniform source
0.04590611111980657,0.3,0.3,0.5,0.98674159539022,symmetric Robin uniform source
0.0498702708156546,0.3,0.3,0.5,0.9856195216084057,symmetric Robin uniform source
0.05417675012235295,0.3,0.3,0.5,0.9844035038823393,symmetric Robin uniform source
0.058855109583614236,0.3,0.3,0.5,0.9830858147313862,symmetric Robin uniform source
0.0639374624036382,0.3,0.3,0.5,0.9816581128809383,symmetric Robin uniform source
0.06945869487863095,0.3,0.3,0.5,0.9801113992672443,symmetric Robin uniform source
0.07545670586338787,0.3,0.3,0.5,0.978435971158145,symmetric Robin uniform source
0.08197266691668736,0.3,0.3,0.5,0.9766213746180815,symmetric Robin uniform source
0.08905130491118532,0.3,0.3,0.5,0.9746563556086147,symmetric Robin uniform source
0.09674120904770199,0.3,0.3,0.5,0.9725288100806262,symmetric Robin uniform source
0.10509516438130988,0.3,0.3,0.5,0.9702257334822262,symmetric Robin uniform source
0.11417051414861255,0.3,0.3,0.5,0.9677331701794332,symmetric Robin uniform source
0.12402955338330181,0.3,0.3,0.5,0.9650361633691589,symmetric Robin uniform source
0.13473995652184997,0.3,0.3,0.5,0.9621187061618787,symmetric Robin uniform source
0.14637524193450982,0.3,0.3,0.5,0.958963694632115,symmetric Robin uniform source
0.1590152765702563,0.3,0.3,0.5,0.9555528837865883,symmetric Robin uniform source
0.17274682417965428,0.3,0.3,0.5,0.9518668475901044,symmetric Robin uniform source
0.1876641408787652,0.3,0.3,0.5,0.9478849444234964,symmetric Robin uniform source
0.20386962214216423,0.3,0.3,0.5,0.9435852896285749,symmetric Robin uniform source
0.2214745056661583,0.3,0.3,0.5,0.9389447371207006,symmetric Robin uniform source
0.24059963492679937,0.3,0.3,0.5,0.9339388724153589,symmetric Robin uniform source
0.26137628867390916,0.3,0.3,0.5,0.9285420198134811,symmetric Robin uniform source
0.28394708205493224,0.3,0.3,0.5,0.9227272669124691,symmetric Robin uniform source
0.30846694555411125,0.3,0.3,0.5,0.9164665100469619,symmetric Robin uniform source
0.33510418846662116,0.3,0.3,0.5,0.9097305247064854,symmetric Robin uniform source
0.36404165420756235,0.3,0.3,0.5,0.9024890654164965,symmetric Robin uniform source
0.3954779753860906,0.3,0.3,0.5,0.8947109999926047,symmetric Robin uniform source
0.4296289372597634,0.3,0.3,0.5,0.886364483467393,symmetric Robin uniform source
0.466728958928128,0.3,0.3,0.5,0.8774171773203743,symmetric Robin uniform source
0.5070327024327639,0.3,0.3,0.5,0.8678365198800979,symmetric Robin uniform source
0.5508168208089692,0.3,0.3,0.5,0.8575900538689547,symmetric Robin uniform source
0.5983818570880701,0.3,0.3,0.5,0.8466458169706111,symmetric Robin uniform source
0.6500543072854856,0.3,0.3,0.5,0.8349728009510922,symmetric Robin uniform source
0.7061888615353162,0.3,0.3,0.5,0.8225414841803647,symmetric Robin uniform source
0.7671708387550601,0.3,0.3,0.5,0.8093244412949883,symmetric Robin uniform source
0.8334188315524842,0.3,0.3,0.5,0.7952970321191527,symmetric Robin uniform source
0.9053875795298242,0.3,0.3,0.5,0.7804381697220034,symmetric Robin uniform source
0.9835710907082518,0.3,0.3,0.5,0.7647311645358821,symmetric Robin uniform source
1.068506032498706,0.3,0.3,0.5,0.7481646377055733,symmetric Robin uniform source
1.1607754154953907,0.3,0.3,0.5,0.7307334922179793,symmetric Robin uniform source
1.2610125953782378,0.3,0.3,0.5,0.7124399248486669,symmetric Robin uniform source
1.3699056203942124,0.3,0.3,0.5,0.6932944555891924,symmetric Robin uniform source
1.488201954259429,0.3,0.3,0.5,0.6733169441029787,symmetric Robin uniform source
1.616713606901076,0.3,0.3,0.5,0.6525375551238565,symmetric Robin uniform source
1.7563227082575454,0.3,0.3,0.5,0.630997626924378,symmetric Robin uniform source
1.9079875633964765,0.3,0.3,0.5,0.608750389568114,symmetric Robin uniform source
2.0727492305143027,0.3,0.3,0.5,0.5858614733297526,symmetric Robin uniform source
2.251738666969955,0.3,0.3,0.5,0.562409143310918,symmetric Robin uniform source
2.4461844924045875,0.3,0.3,0.5,0.5384841949530662,symmetric Robin uniform source
2.6574214222349384,0.3,0.3,0.5,0.5141894480153115,symmetric Robin uniform source
2.8868994294094907,0.3,0.3,0.5,0.489638784819746,symmetric Robin uniform source
3.1361936973156643,0.3,0.3,0.5,0.46495569320911023,symmetric Robin uniform source
3.4070154321567037,0.3,0.3,0.5,0.44027129641592044,symmetric Robin uniform source
3.701223609016635,0.3,0.3,0.5,0.41572188103539787,symmetric Robin uniform source
4.020837732240728,0.3,0.3,0.5,0.3914459698141301,symmetric Robin uniform source
4.368051697721162,0.3,0.3,0.5,0.3675810262181811,symmetric Robin uniform source
4.745248852241524,0.3,0.3,0.5,0.3442599196921176,symmetric Robin uniform source
5.155018353250489,0.3,0.3,0.5,0.3216073198820264,symmetric Robin uniform source
5.600172941361422,0.3,0.3,0.5,0.29973621957494806,symmetric Robin uniform source
6.083768247572081,0.3,0.3,0.5,0.2787448039256586,symmetric Robin uniform source
6.609123767732884,0.3,0.3,0.5,0.25871388228692027,symmetric Robin uniform source
7.179845648236798,0.3,0.3,0.5,0.23970507469173963,symmetric Robin uniform source
7.799851439336574,0.3,0.3,0.5,0.22175989649377947,symmetric Robin uniform source
8.473396986000823,0.3,0.3,0.5,0.20489981430327395,symmetric Robin uniform source
9.20510564089343,0.3,0.3,0.5,0.18912726084009435,symmetric Robin uniform source
10.0,0.3,0.3,0.5,0.17442750624720627,symmetric Robin uniform source
0.0001,1.0,1.0,0.5,0.9999003359273392,symmetric Robin uniform source
0.00010863536378741002,1.0,1.0,0.5,0.999891756344326,symmetric Robin uniform source
0.0001180164226522293,1.0,1.0,0.5,0.9998824399683626,symmetric Robin uniform source
0.00012820757007713678,1.0,1.0,0.5,0.999872323748325,symmetric Robin uniform source
0.0001392787601562962,1.0,1.0,0.5,0.9998613392597817,symmetric Robin uniform source
0.00015130598777438666,1.0,1.0,0.5,0.9998494122486317,symmetric Robin uniform source
0.00016437181025083926,1.0,1.0,0.5,0.9998364621361343,symmetric Robin uniform source
0.00017856591402995074,1.0,1.0,0.5,0.9998224014821356,symmetric Robin uniform source
0.00019398573030675082,1.0,1.0,0.5,0.9998071354030557,symmetric Robin uniform source
0.00021073710381440283,1.0,1.0,0.5,0.9997905609409419,symmetric Robin uniform source
0.00022893501936382867,1.0,1.0,0.5,0.9997725663796162,symmetric Robin uniform source
0.00024870439112267313,1.0,1.0,0.5,0.9997530305036504,symmetric Robin uniform source
0.000270180920051379,1.0,1.0,0.5,0.9997318217955646,symmetric Robin uniform source
0.00029351202538198704,1.0,1.0,0.5,0.9997087975663017,symmetric Robin uniform source
0.0003188578565335172,1.0,1.0,0.5,0.9996838030136272,symmetric Robin uniform source
0.0003463923924099247,1.0,1.0,0.5,0.9996566702026777,symmetric Robin uniform source
0.00037630463562643456,1.0,1.0,0.5,0.9996272169624081,symmetric Robin uniform source
0.00040879990986166496,1.0,1.0,0.5,0.9995952456911743,symmetric Robin uniform source
0.00044410126924082443,1.0,1.0,0.5,0.9995605420641221,symmetric Robin uniform source
0.00048245102942427536,1.0,1.0,0.5,0.9995228736344647,symmetric Robin uniform source
0.0005241124309111661,1.0,1.0,0.5,0.9994819883200798,symmetric Robin uniform source
0.0005693714459753834,1.0,1.0,0.5,0.9994376127661925,symmetric Robin uniform source
0.0006185387416369951,1.0,1.0,0.5,0.9993894505741827,symmetric Robin uniform source
0.0006719518121434184,1.0,1.0,0.5,0.9993371803858182,symmetric Robin uniform source
0.0007299772955980967,1.0,1.0,0.5,0.9992804538114068,symmetric Robin uniform source
0.0007930134906384898,1.0,1.0,0.5,0.9992188931895309,symmetric Robin uniform source
0.0008614930904383629,1.0,1.0,0.5,0.9991520891651284,symmetric Robin uniform source
0.0009358861528011178,1.0,1.0,0.5,0.999079598071724,symmetric Robin uniform source
0.0010167033267314903,1.0,1.0,0.5,0.999000939102597,symmetric Robin uniform source
0.0011044993576334544,1.0,1.0,0.5,0.9989155912545792,symmetric Robin uniform source
0.0011998768951947114,1.0,1.0,0.5,0.9988229900269978,symmetric Robin uniform source
0.0013034906300958566,1.0,1.0,0.5,0.9987225238570439,symmetric Robin uniform source
0.001416051787939437,1.0,1.0,0.5,0.9986135302715158,symmetric Robin uniform source
0.0015383330112461312,1.0,1.0,0.5,0.9984952917334846,symmetric Robin uniform source
0.0016711736630290555,1.0,1.0,0.5,0.9983670311609438,symmetric Robin uniform source
0.0018154855883510022,1.0,1.0,0.5,0.9982279070929352,symmetric Robin uniform source
0.0019722593734131126,1.0,1.0,0.5,0.9980770084769854,symmetric Robin uniform source
0.002142571145138628,1.0,1.0,0.5,0.997913349049944,symmetric Robin uniform source
0.002327589957925428,1.0,1.0,0.5,0.9977358612824779,symmetric Robin uniform source
0.002528585818271515,1.0,1.0,0.5,0.9975433898555471,symmetric Robin uniform source
0.002746938402356119,1.0,1.0,0.5,0.9973346846351743,symmetric Robin uniform source
0.0029841465264156385,1.0,1.0,0.5,0.997108393109694,symmetric Robin uniform source
0.0032418384349209924,1.0,1.0,0.5,0.9968630522514812,symmetric Robin uniform source
0.003521782977176503,1.0,1.0,0.5,0.996597079762841,symmetric Robin uniform source
0.0038259017490587734,1.0,1.0,0.5,0.9963087646633797,symmetric Robin uniform source
0.004156282283238882,1.0,1.0,0.5,0.9959962571736869,symmetric Robin uniform source
0.004515192378428235,1.0,1.0,0.5,0.9956575578476246,symmetric Robin uniform source
0.004905095666006929,1.0,1.0,0.5,0.9952905059028868,symmetric Robin uniform source
0.00532866852088711,1.0,1.0,0.5,0.9948927666968159,symmetric Robin uniform source
0.005788818432690913,1.0,1.0,0.5,0.9944618182916974,symmetric Robin uniform source
0.0062887039633464275,1.0,1.0,0.5,0.993994937050989,symmetric Robin uniform source
0.00683175642809467,1.0,1.0,0.5,0.9934891822050991,symmetric Robin uniform source
0.007421703448730414,1.0,1.0,0.5,0.9929413793225136,symmetric Robin uniform source
0.00806259454075104,1.0,1.0,0.5,0.992348102619222,symmetric Robin uniform source
0.008758828910048764,1.0,1.0,0.5,0.991705656036606,symmetric Robin uniform source
0.009515185649948323,1.0,1.0,0.5,0.9910100530151924,symmetric Robin uniform source
0.010336856545868797,1.0,1.0,0.5,0.9902569948889987,symmetric Robin uniform source
0.011229481712787273,1.0,1.0,0.5,0.989441847822642,symmetric Robin uniform source
0.01219918831012715,1.0,1.0,0.5,0.9885596182109524,symmetric Robin uniform source
0.01325263259981784,1.0,1.0,0.5,0.9876049264586133,symmetric Robin uniform source
0.014397045636221005,1.0,1.0,0.5,0.9865719790553318,symmetric Robin uniform source
0.01564028290154813,1.0,1.0,0.5,0.9854545388603299,symmetric Robin uniform source
0.016990878227476913,1.0,1.0,0.5,0.9842458935085839,symmetric Robin uniform source
0.01845810237309541,1.0,1.0,0.5,0.9829388218503746,symmetric Robin uniform source
0.02005202666126476,1.0,1.0,0.5,0.9815255583355923,symmetric Robin uniform source
0.021783592110213423,1.0,1.0,0.5,0.9799977552554364,symmetric Robin uniform source
0.02366468453489592,1.0,1.0,0.5,0.9783464427576922,symmetric Robin uniform source
0.02570821613362717,1.0,1.0,0.5,0.9765619865596965,symmetric Robin uniform source
0.027928214120019515,1.0,1.0,0.5,0.974634043298766,symmetric Robin uniform source
0.030339917008610013,1.0,1.0,0.5,0.9725515134885081,symmetric Robin uniform source
0.03295987921510181,1.0,1.0,0.5,0.9703024920984107,symmetric Robin uniform source
0.03580608468921683,1.0,1.0,0.5,0.9678742168526663,symmetric Robin uniform source
0.038898070360158826,1.0,1.0,0.5,0.9652530144628064,symmetric Robin uniform source
0.042257060242041254,1.0,1.0,0.5,0.9624242451775243,symmetric Robin uniform source
0.04590611111980657,1.0,1.0,0.5,0.9593722462600571,symmetric Robin uniform source
0.0498702708156546,1.0,1.0,0.5,0.9560802752924484,symmetric Robin uniform source
0.05417675012235295,1.0,1.0,0.5,0.9525304545546454,symmetric Robin uniform source
0.058855109583614236,1.0,1.0,0.5,0.9487037181256939,symmetric Robin uniform source
0.0639374624036382,1.0,1.0,0.5,0.9445797637883218,symmetric Robin uniform source
